Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.00179494013119796,-0.00408887457381202,0.062447376474095,0,0,0,4.67811590246729,0.00818613720852518,-2.84491213128587E-07,4.71209248719883E-05,0.0194515607714606,1.17918142644713E-06,0.0188878760209766,0,0,0,0,0,0,package://old7/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://old7/meshes/base_link.STL,,机体装配-V1-1/底盘铝方管框架-1;机体装配-V1-1/包胶轴承(6-40-10)-标准件-1;机体装配-V1-1/塞打螺栓_标准件-1;机体装配-V1-1/防松螺母_标准件-1;机体装配-V1-1/塞打螺栓_标准件-5;机体装配-V1-1/包胶轴承(6-40-10)-标准件-5;机体装配-V1-1/塞打螺栓_标准件-6;机体装配-V1-1/防松螺母_标准件-5;机体装配-V1-1/包胶轴承(6-40-10)-标准件-6;机体装配-V1-1/防松螺母_标准件-6;机体装配-V1-1/塞打螺栓_标准件-7;机体装配-V1-1/包胶轴承(6-40-10)-标准件-7;机体装配-V1-1/防松螺母_标准件-7;机体装配-V1-1/4孔直角连接件-标准件-1;机体装配-V1-1/4孔直角连接件-标准件-4;机体装配-V1-1/4孔直角连接件-标准件-6;机体装配-V1-1/4孔直角连接件-标准件-8;机体装配-V1-1/yaw轴固定板-碳板(10mm)-V1-1;机体装配-V1-1/大腿电机垫块-打印件-V1-1;机体装配-V1-1/髋关节铝管连接件-机加件-V1-1;机体装配-V1-1/铝管加强件1-机加件-V1-1;机体装配-V1-1/铝管加强件2-机加件-V1-1;机体装配-V1-1/铝管连接件2-机加件-V1-1;机体装配-V1-1/铝管连接件-机加件-V1-1;机体装配-V1-1/铝管加强件2-机加件-V1-2;机体装配-V1-1/铝管加强件1-机加件-V1-2;机体装配-V1-1/铝管连接件-机加件-V1-2;机体装配-V1-1/铝管连接件2-机加件-V1-2;机体装配-V1-1/铝管连接件-机加件-V1-3;机体装配-V1-1/铝管连接件-机加件-V1-4;机体装配-V1-1/铝管连接件2-机加件-V1-3;机体装配-V1-1/铝管连接件2-机加件-V1-4;机体装配-V1-1/髋关节铝管连接件-机加件-V1-2;机体装配-V1-1/髋关节铝管连接件-机加件-V1-3;机体装配-V1-1/髋关节铝管连接件-机加件-V1-4;机体装配-V1-1/大腿电机垫块-打印件-V1-2;机体装配-V1-1/关节电机内舱板-碳板(2mm)-V1-1;机体装配-V1-1/关节电机内舱板-碳板(2mm)-V1-2;机体装配-V1-1/4孔直角连接件-标准件-10;机体装配-V1-1/4孔直角连接件-标准件-11;机体装配-V1-1/4孔直角连接件-标准件-13;机体装配-V1-1/4孔直角连接件-标准件-12;机体装配-V1-1/4孔直角连接件-标准件-14;机体装配-V1-1/4孔直角连接件-标准件-15;机体装配-V1-1/4孔直角连接件-标准件-16;机体装配-V1-1/4孔直角连接件-标准件-17;机体装配-V1-1/4孔直角连接件-标准件-18;机体装配-V1-1/4孔直角连接件-标准件-19;机体装配-V1-1/4孔直角连接件-标准件-20;机体装配-V1-1/4孔直角连接件-标准件-21;机体装配-V1-1/4孔直角连接件-标准件-22;机体装配-V1-1/4孔直角连接件-标准件-23;TB48电池架-标准件-1;机体装配-V1-1/髋关节装配体-V1-1/髋关节复合固定件-机加件(铨洲)-V1-1;机体装配-V1-1/髋关节装配体-V1-1/铝合金芯轴A-机加件-V1-1;机体装配-V1-1/髋关节装配体-V1-1/镜向关节电机延展固定-碳板4mm-V1-1;机体装配-V1-1/髋关节装配体-V1-1/dm8009p-1;机体装配-V1-1/髋关节装配体-V1-1/dm8009p-2;机体装配-V1-1/髋关节装配体-V1-1/杯头螺钉_标准件-1;机体装配-V1-1/髋关节装配体-V1-1/后关节链轮(20H04A)-机加件-V1-1;机体装配-V1-1/髋关节装配体-V1-1/前关节链轮(20H04A)-机加件-V1-1;机体装配-V1-1/髋关节装配体-V1-1/杯头螺钉_标准件-19;机体装配-V1-1/髋关节装配体-V1-1/杯头螺钉_标准件-25;机体装配-V1-1/髋关节装配体-V1-1/杯头螺钉_标准件-31;机体装配-V1-1/髋关节装配体-V1-1/杯头螺钉_标准件-37;机体装配-V1-1/髋关节装配体-V1-1/杯头螺钉_标准件-40;机体装配-V1-1/髋关节装配体(镜向)-V1-1/髋关节复合固定件-机加件(铨洲)-V1-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/铝合金芯轴A-机加件-V1-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/镜向关节电机延展固定-碳板4mm-V1-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/dm8009p-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/dm8009p-2;机体装配-V1-1/髋关节装配体(镜向)-V1-1/杯头螺钉_标准件-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/后关节链轮(20H04A)-机加件-V1-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/前关节链轮(20H04A)-机加件-V1-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/杯头螺钉_标准件-19;机体装配-V1-1/髋关节装配体(镜向)-V1-1/杯头螺钉_标准件-25;机体装配-V1-1/髋关节装配体(镜向)-V1-1/杯头螺钉_标准件-31;机体装配-V1-1/髋关节装配体(镜向)-V1-1/杯头螺钉_标准件-37;机体装配-V1-1/髋关节装配体(镜向)-V1-1/杯头螺钉_标准件-40;后拨导轮-标准件-1;链条涨紧固定块-打印件-V1-1;后拨导轮-标准件-2;内六角塞打螺栓杯头-标准件-1;内六角塞打螺栓杯头-标准件-2;黄铜轴套-标准件-1,base_link_xyz,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
rf0_link,0.0517611350421233,-0.00885705313718782,-0.069080215493451,0,0,0,1.45406105807191,0.00085960068139215,1.73594705900919E-05,-1.41544321640284E-06,0.0032384302144783,1.1491412386013E-05,0.00383558694444229,0,0,0,0,0,0,package://old7/meshes/rf0_link.STL,0.866666666666667,0.909803921568627,1,1,0,0,0,0,0,0,package://old7/meshes/rf0_link.STL,,左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/连杆L4-碳板10mm-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/连杆L2-机加件-V1-1;左侧轮腿装配体-V1-1/中空滑环(42-20-6线)-标准件-1;左侧轮腿装配体-V1-1/滑环垫板-碳板2mm-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/大腿-碳板-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/连杆L4(平行四边上)-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/气弹簧(15-6-250)-标准件-1/气弹簧A(管部)(15-6-250)-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/气弹簧(15-6-250)-标准件-1/气弹簧B(管心)(15-6-250)-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/中轴一体连杆L1-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/元杯螺钉_标准件-1;机体装配-V1-1/髋关节装配体(镜向)-V1-1/铝合金芯轴A-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/大腿驱动链轮(20H04A)-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/小腿驱动链轮(20H04A)-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/内链轮(交叉滚子固定)-碳纤维-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/RU42交叉滚子轴承-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/推力轴承(52-35-h4)-标准件-2;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/法兰轴承(35-47-7)-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/推力轴承(52-35-h4)-标准件-1;左侧轮腿装配体-V1-1/法兰轴承(17-26-5)-标准件-1,rf0_link_xyz,rf0_joint,rf0_joint,revolute,0,-0.2224,0.116,1.5708,0,0,base_link,0,0,1,0,0,0,0,,,,,,,,
rf1_link,0.000295632136163682,-0.0809694063061352,-0.014309829374874,0,0,0,0.523264596692438,0.00367619216594942,0.000148297266425127,3.9756689893921E-07,0.00016047529264627,-1.18899189428208E-05,0.00379849256342813,0,0,0,0,0,0,package://old7/meshes/rf1_link.STL,1,1,1,1,0,0,0,0,0,0,package://old7/meshes/rf1_link.STL,,左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/小腿-碳纤维-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/碗组固定大腿侧内螺纹件-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/碗组固定小腿侧外螺纹件-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/碗组套-机加件-V1-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/碗组轴承-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/防松螺母_标准件-5;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/法兰轴承(8×19×6)(22-6)-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/塞打螺栓_标准件-6;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/法兰轴承(8×19×6)(22-6)-标准件-2;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/塞打螺栓_标准件-8;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/法兰轴承-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/轴套(6-10-7)-标准件-1;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/防松螺母_标准件-6;左侧轮腿装配体-V1-1/腿装配(镜向)-V1-1/C620电调_标件_01-1,rf1_link_xyz,rf1_joint,rf1_joint,revolute,0.215,0,-0.0289,0,0,0,rf0_link,0,0,1,0,0,0,0,,,,,,,,
r_wheel_link,3.56695168707288E-06,-0.000246574367483543,0.033370137346416,0,0,0,0.254237096763579,0.000216958310493925,-5.41513942173164E-08,1.57981395620139E-08,0.000217731493534292,-2.41150188676138E-07,0.00039104218842291,0,0,0,0,0,0,package://old7/meshes/r_wheel_link.STL,1,1,1,1,0,0,0,0,0,0,package://old7/meshes/r_wheel_link.STL,,左侧轮腿装配体-V1-1/轮装配-V1-1/轮毂116-碳板5mm-V1-1;左侧轮腿装配体-V1-1/轮装配-V1-1/116包胶轮-1;左侧轮腿装配体-V1-1/轮装配-V1-1/杯头螺钉_标准件-1;左侧轮腿装配体-V1-1/轮装配-V1-1/3508改减速箱-1;左侧轮腿装配体-V1-1/轮装配-V1-1/杯头螺钉_标准件-19,r_wheel_link_xyz,r_wheel_joint,r_wheel_joint,revolute,0.0067537,-0.25791,-0.0223,0,0,0,rf1_link,0,0,1,0,0,0,0,,,,,,,,
lr0_link,0.0519962058608485,0.00889727688439555,-0.0692537580992069,0,0,0,1.44748735398409,0.000857103659726644,-1.71560335671674E-05,-1.41544325039215E-06,0.00323605948058559,-1.14914121707726E-05,0.00383067831439437,0,0,0,0,0,0,package://old7/meshes/lr0_link.STL,0.866666666666667,0.909803921568627,1,1,0,0,0,0,0,0,package://old7/meshes/lr0_link.STL,,右侧轮腿装配体-V1-1/腿装配-V1-1/连杆L2-机加件-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/连杆L4-碳板10mm-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/大腿-碳板-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/气弹簧(15-6-250)-标准件-1/气弹簧A(管部)(15-6-250)-标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/气弹簧(15-6-250)-标准件-1/气弹簧B(管心)(15-6-250)-标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/元杯螺钉_标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/中轴一体连杆L1-机加件-V1-1;右侧轮腿装配体-V1-1/中空滑环(42-20-6线)-标准件-1;机体装配-V1-1/髋关节装配体-V1-1/铝合金芯轴A-机加件-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/连杆L4(平行四边上)-机加件-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/普轴承(44-35-6)-标准件-1;右侧轮腿装配体-V1-1/法兰轴承(17-26-5)-标准件-1;右侧轮腿装配体-V1-1/滑环垫板-碳板2mm-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/大腿驱动链轮(20H04A)-机加件-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/推力轴承(52-35-h4)-标准件-2;右侧轮腿装配体-V1-1/腿装配-V1-1/法兰轴承(35-47-7)-标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/小腿驱动链轮(20H04A)-机加件-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/内链轮(交叉滚子固定)-碳纤维-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/RU42交叉滚子轴承-标准件-1,lr0_link_xyz,lf0_joint,lr0_joint,revolute,0,0.2224,0.116,-1.5708,0,0,base_link,0,0,1,0,0,0,0,,,,,,,,
lr1_link,0.000742901631044346,0.0869635574460457,-0.00316458004534381,0,0,0,0.496985732565248,0.00367026606543394,-0.000148308651588421,3.97440512516663E-07,0.000154550385472741,1.18899219689687E-05,0.00379528201770917,0,0,0,0,0,0,package://old7/meshes/lr1_link.STL,1,1,1,1,0,0,0,0,0,0,package://old7/meshes/lr1_link.STL,,右侧轮腿装配体-V1-1/腿装配-V1-1/小腿-碳纤维-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/防松螺母_标准件-5;右侧轮腿装配体-V1-1/腿装配-V1-1/塞打螺栓_标准件-6;右侧轮腿装配体-V1-1/腿装配-V1-1/法兰轴承(8×19×6)(22-6)-标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/碗组固定小腿侧外螺纹件-机加件-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/碗组轴承-标准件-2;右侧轮腿装配体-V1-1/腿装配-V1-1/碗组轴承-标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/碗组垫片-碳板2mm(打印件？)-V1-1;右侧轮腿装配体-V1-1/腿装配-V1-1/塞打螺栓_标准件-8;右侧轮腿装配体-V1-1/腿装配-V1-1/法兰轴承-标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/法兰轴承-标准件-2;右侧轮腿装配体-V1-1/腿装配-V1-1/轴套(6-10-7)-标准件-1;右侧轮腿装配体-V1-1/腿装配-V1-1/防松螺母_标准件-6;右侧轮腿装配体-V1-1/腿装配-V1-1/C620电调_标件_01-1,lr1_link_xyz,lf1_joint,lr1_joint,revolute,0.215,0,-0.0399,0,0,0,lr0_link,0,0,1,0,0,0,0,,,,,,,,
l_wheel_link,9.34262156931931E-06,0.000246423143387922,0.0333701373189504,0,0,0,0.254237095753255,0.00021695476795205,-1.3444908808182E-08,-3.15564215308171E-09,0.000217735035985176,2.4164651326646E-07,0.000391042188330971,0,0,0,0,0,0,package://old7/meshes/l_wheel_link.STL,1,1,1,1,0,0,0,0,0,0,package://old7/meshes/l_wheel_link.STL,,右侧轮腿装配体-V1-1/轮装配-V1-1/轮毂116-碳板5mm-V1-1;右侧轮腿装配体-V1-1/轮装配-V1-1/116包胶轮-1;右侧轮腿装配体-V1-1/轮装配-V1-1/杯头螺钉_标准件-1;右侧轮腿装配体-V1-1/轮装配-V1-1/3508改减速箱-1;右侧轮腿装配体-V1-1/轮装配-V1-1/杯头螺钉_标准件-19,l_wheel_link_xyz,l_wheel_joint,l_wheel_joint,revolute,0.0067537,0.25791,-0.0113,0,0,0,lr1_link,0,0,1,0,0,0,0,,,,,,,,
